2008-03-26/08:00:02.922,0.408
2008-03-26/08:00:05.927,0.409
2008-03-26/08:00:08.931,0.410
2008-03-26/08:00:11.936,0.411
2008-03-26/08:00:14.941,0.411
2008-03-26/08:00:17.946,0.412
2008-03-26/08:00:20.950,0.413
2008-03-26/08:00:23.955,0.414
2008-03-26/08:00:26.960,0.415
2008-03-26/08:00:29.965,0.415
2008-03-26/08:00:32.969,0.416
2008-03-26/08:00:35.974,0.417
2008-03-26/08:00:38.979,0.418
2008-03-26/08:00:41.984,0.418
2008-03-26/08:00:44.988,0.419
2008-03-26/08:00:47.993,0.420
2008-03-26/08:00:50.998,0.421
2008-03-26/08:00:54.003,0.421
2008-03-26/08:00:57.007,0.422
2008-03-26/08:01:00.012,0.423
2008-03-26/08:01:03.017,0.424
2008-03-26/08:01:06.022,0.424
2008-03-26/08:01:09.026,0.425
2008-03-26/08:01:12.031,0.426
2008-03-26/08:01:15.036,0.427
2008-03-26/08:01:18.041,0.428
2008-03-26/08:01:21.045,0.428
2008-03-26/08:01:24.050,0.429
2008-03-26/08:01:27.055,0.430
2008-03-26/08:01:30.060,0.431
2008-03-26/08:01:33.064,0.431
2008-03-26/08:01:36.069,0.432
2008-03-26/08:01:39.074,0.433
2008-03-26/08:01:42.079,0.434
2008-03-26/08:01:45.083,0.434
2008-03-26/08:01:48.088,0.435
2008-03-26/08:01:51.093,0.436
2008-03-26/08:01:54.098,0.437
2008-03-26/08:01:57.102,0.438
2008-03-26/08:02:00.107,0.438
2008-03-26/08:02:03.112,0.439
2008-03-26/08:02:06.117,0.440
2008-03-26/08:02:09.121,0.441
2008-03-26/08:02:12.126,0.441
2008-03-26/08:02:15.131,0.442
2008-03-26/08:02:18.136,0.443
2008-03-26/08:02:21.140,0.444
2008-03-26/08:02:24.145,0.444
2008-03-26/08:02:27.150,0.445
2008-03-26/08:02:30.155,0.446
2008-03-26/08:02:33.159,0.447
2008-03-26/08:02:36.164,0.447
2008-03-26/08:02:39.169,0.448
2008-03-26/08:02:42.174,0.449
2008-03-26/08:02:45.178,0.450
2008-03-26/08:02:48.183,0.450
2008-03-26/08:02:51.188,0.451
2008-03-26/08:02:54.193,0.452
2008-03-26/08:02:57.197,0.452
2008-03-26/08:03:00.202,0.453
2008-03-26/08:03:03.207,0.454
2008-03-26/08:03:06.212,0.455
2008-03-26/08:03:09.216,0.455
2008-03-26/08:03:12.221,0.456
2008-03-26/08:03:15.226,0.457
2008-03-26/08:03:18.231,0.458
2008-03-26/08:03:21.235,0.459
2008-03-26/08:03:24.240,0.459
2008-03-26/08:03:27.245,0.460
2008-03-26/08:03:30.250,0.461
2008-03-26/08:03:33.254,0.462
2008-03-26/08:03:36.259,0.462
2008-03-26/08:03:39.264,0.463
2008-03-26/08:03:42.269,0.464
2008-03-26/08:03:45.273,0.465
2008-03-26/08:03:48.278,0.465
2008-03-26/08:03:51.283,0.466
2008-03-26/08:03:54.288,0.466
2008-03-26/08:03:57.292,0.465
2008-03-26/08:04:00.297,0.465
2008-03-26/08:04:03.302,0.465
2008-03-26/08:04:06.307,0.465
2008-03-26/08:04:09.311,0.465
2008-03-26/08:04:12.316,0.465
2008-03-26/08:04:15.321,0.465
2008-03-26/08:04:18.326,0.464
2008-03-26/08:04:21.330,0.464
2008-03-26/08:04:24.335,0.464
2008-03-26/08:04:27.340,0.464
2008-03-26/08:04:30.345,0.464
2008-03-26/08:04:33.349,0.464
2008-03-26/08:04:36.354,0.463
2008-03-26/08:04:39.359,0.463
2008-03-26/08:04:42.364,0.463
2008-03-26/08:04:45.368,0.463
2008-03-26/08:04:48.373,0.463
2008-03-26/08:04:51.378,0.463
2008-03-26/08:04:54.383,0.462
2008-03-26/08:04:57.387,0.462
2008-03-26/08:05:00.392,0.462
